unique_id,mode,gender,hold racket handed,play years,level,swing9_median_az,swing13_median_az,swing14_median_az,swing18_rms_ax,swing11_median_az,swing21_median_az,swing6_median_az,swing13_rms_ax,swing21_std_az,swing26_median_az,swing22_rms_ax,swing18_std_az,swing23_median_az,swing19_rms_ax,swing9_mean_gz,swing25_std_az,swing17_rms_ax,swing21_mean_ax,swing24_rms_ax,swing16_rms_ax,swing24_median_gx,swing24_median_az,swing11_rms_ax,swing14_rms_ax,swing27_median_az,swing17_median_az,swing21_rms_ax,swing25_min_gy,swing8_mean_ax,swing8_median_az,swing10_rms_ax,swing20_mean_ax,swing13_mean_ax,swing5_median_az,swing18_mean_az,swing7_rms_ax,swing19_median_az,swing22_median_az,swing8_max_ay,swing13_rms_az,swing26_mean_ax,swing20_median_gx,swing10_std_az,swing25_rms_az,swing12_rms_ax,swing9_mean_az,swing23_mean_gy,swing7_median_az,swing22_median_gy,swing9_rms_ax,swing27_max_ay,swing15_median_az,swing19_mean_ax,swing7_mean_az,swing20_median_az,swing12_std_az,swing10_median_az,swing27_mean_ay,swing21_median_gz,swing13_mean_az,swing16_median_az,swing22_mean_gy,swing5_mean_ax,swing5_mean_az,swing23_rms_az,swing9_mean_ax,swing22_median_gz,swing17_std_az,swing19_std_az,swing6_rms_ax,swing18_median_az,swing16_mean_az,swing15_std_az,swing13_std_az,swing17_median_gz,swing22_std_az,swing22_max_ay,swing27_mean_ax,mode,swing26_mean_gy,swing26_rms_ax,swing9_std_az,swing7_mean_gz,swing21_rms_az,swing7_max_ax,swing17_mean_ay,swing27_median_ay,swing25_max_ay,swing12_min_gy,swing22_mean_ax,swing8_rms_ax,swing22_min_ay,swing19_min_gy,swing23_std_az,swing10_mean_ax,swing25_mean_gy,swing5_mean_gz,swing17_median_gx,swing20_mean_gy,swing12_median_az
1114,9,2,1,2,2,1356.0,1046.0,1752.0,3227.016839,1341.5,1315.5,1040.5,3835.26881,1710.718592,1329.5,3526.065072,1783.692426,1344.0,4618.102141,-5471.960784,1567.433846,3952.039741,-1801.480392,4373.642957,3901.590273,15304.5,1182.5,3179.237607,4178.025838,1483.0,1662.0,2806.732426,-18969,-2440.495146,1467.0,3993.367597,-2937.699029,-2901.815534,1568.0,958.4271845,3887.75661,1573.5,1753.5,3687,2014.03439,-2109.578431,6987.0,1812.637648,2048.450361,4243.402109,701.6176471,627.7669903,1478.0,869.0,4889.042824,2247,1108.0,-3365.441176,1211.039216,1708.0,1573.253643,1558.0,-1953.745098,-16918.0,1162.446602,1501.5,2461.470588,-2443.23301,1202.737864,1737.519211,-3602.578431,-25262.0,1258.401707,2478.82554,3101.586869,1192.0,1059.862745,2050.199453,1644.704357,-11512.0,1207.82855,2412,-3123.294118,9,-1956.431373,2623.287447,2250.364001,-13899.09804,2185.295897,148,-1810.009804,-1447.0,1951,-23267,-2334.303922,3273.768057,-7841,-25291,880.9837422,-2809.970874,6960.184466,-12049.17476,8828.0,8114.38835,1700.5
1115,9,2,1,2,2,1506.0,1771.0,1805.0,4780.633637,1983.0,1443.0,2013.0,2932.371884,1845.327911,1594.0,4342.179548,1869.148106,1529.5,3332.377315,-12710.6,1335.014097,3896.459957,-1442.351351,3964.336022,5027.107161,1181.0,1226.0,1593.363976,2642.908745,1515.0,1638.0,2363.06059,-20138,-2962.626667,1471.0,4202.831534,-2928.6,-2265.853333,1631.0,1306.746667,3464.623136,1329.5,1605.0,1675,2107.960509,-2155.186667,3686.0,2672.499816,1932.215396,4683.020859,707.76,3373.77027,1680.0,8586.0,3528.885675,1705,1570.0,-2431.648649,1369.013514,1279.0,1734.849133,1119.5,-2217.432432,1677.0,1576.173333,1362.0,11460.82667,-2820.918919,1000.72973,1759.648326,-2886.8,-13647.0,2237.156098,2393.433663,2675.518412,1604.0,969.0540541,2066.152153,1399.705373,-22500.0,1707.225945,4651,-2736.243243,9,7627.093333,2874.082585,2330.682789,-3928.378378,2005.67538,792,-298.3733333,-1359.0,2271,-20525,-2905.226667,4679.603737,-8027,-25272,587.3100397,-3145.743243,3990.810811,3348.77027,18257.0,2706.253333,1408.0
1116,9,2,1,2,2,1593.0,1366.0,1374.0,4400.019313,487.5,1338.0,1159.5,4631.311572,2351.791457,1678.0,4225.927198,1471.072241,1564.0,4100.204317,-9716.205479,1379.162868,4661.469378,-2955.068493,4788.11244,2277.591275,8125.0,1332.0,3776.787936,4160.024131,1302.5,1043.0,3787.647009,-23787,-2080.767123,1399.0,3482.631488,-2558.39726,-3241.09589,1829.0,1386.520548,4727.662604,1535.0,1309.0,2042,1998.61465,-3172.109589,17732.0,2507.536608,2090.053545,2766.743499,931.9041096,2802.369863,1593.0,5665.0,4011.8279,2430,-3803.0,-3154.232877,1639.890411,1818.0,1951.513256,1719.0,-2027.555556,-13941.0,1185.150685,382.0,5567.430556,-2744.835616,1258.150685,2497.857509,-2470.630137,-27485.0,2060.164332,2614.212989,3382.936015,1606.0,228.9452055,1314.805873,1609.309906,-29268.0,1883.002308,870,-2944.333333,9,8282.589041,4133.678825,2045.82473,-222.0,2395.474326,1607,-965.4166667,-1194.0,2756,-32768,-3065.902778,2697.692957,-6996,-19969,2269.231884,-2810.493151,594.2465753,-9988.835616,22760.5,6792.917808,242.0
1117,10,2,1,2,2,1561.0,1701.0,1296.0,2651.175514,1751.5,1732.0,1198.0,3697.93577,1283.819967,1366.0,2659.718621,1244.811017,1747.5,3426.948321,-9651.053571,1193.616621,3615.098238,-2532.79646,3159.341268,3105.405161,10846.0,1244.0,3763.664529,3361.323561,1472.5,1761.0,3518.294956,-21060,-2534.25,1541.0,3005.33763,-2128.5,-2644.276786,1565.5,1298.383929,4071.855352,1799.0,1329.5,2565,1974.330874,-2362.0625,5758.0,1579.956177,1936.78482,3279.085026,1303.294643,1173.446429,1708.0,3579.5,3914.613059,1691,1915.0,-2489.366071,1417.504425,979.0,1536.203283,1472.5,-1112.732143,-18164.0,1311.026786,1137.0,7221.678571,-2871.526786,1190.660714,1926.565345,-2618.669643,-14714.5,1996.731512,1277.472337,4343.550049,1358.0,1217.910714,1557.310575,1476.208376,-18918.0,1029.450315,2765,-2618.5625,10,6828.473214,2949.510185,1473.764904,-3547.60177,1932.830851,607,-1166.419643,-861.5,1815,-21908,-2097.303571,3332.667218,-1714,-22708,1316.180701,-2292.714286,5140.696429,-7037.419643,11240.0,8973.571429,1292.0
1118,10,2,1,2,2,1617.0,1567.0,1235.5,3097.2706,1703.0,1614.0,1610.5,3733.601697,1441.582154,1506.5,3144.853542,1510.705536,1611.0,3560.663309,-6011.794643,1719.369674,3628.642621,-2633.651786,3513.947694,3268.38312,7943.5,1446.5,3631.184995,3081.85522,1545.0,1338.5,3712.521401,-21669,-1910.758929,1654.5,3145.181009,-2131.848214,-2592.567568,1802.0,1419.205357,3770.23902,1281.0,1492.0,2252,1914.107366,-2684.142857,10210.0,1348.504606,2112.989593,3272.599057,1369.491071,3309.6875,1848.0,2891.0,3613.42809,2025,1609.0,-2600.837838,1300.90991,1383.0,1408.585888,1386.0,-308.1531532,-20990.0,1292.990991,1333.0,3625.189189,-2068.375,1597.803571,1967.924736,-2543.241071,-18124.0,1393.555968,1270.645711,2998.852624,1518.5,1417.45045,1296.381905,1411.375679,-16992.0,1741.571741,2010,-2243.297297,10,5015.875,3640.21568,1399.429705,-4916.855856,2014.144512,724,-1091.901786,-13.0,2208,-17070,-2338.09009,2594.122996,-1766,-18521,1354.667657,-2424.351351,8001.459459,-1528.741071,10484.5,4624.696429,1325.5
1119,10,2,1,2,2,1488.0,1180.0,1524.0,3273.777938,1496.0,1257.0,1485.0,3211.697316,1074.224583,1338.0,3553.832185,922.2633918,1308.5,2532.555375,-853.7291667,1571.511374,2764.229123,-2324.294737,2146.563234,2883.960185,3552.0,1687.0,3801.696973,3004.247823,1395.0,1517.0,3098.098459,-20806,-2072.789474,1798.0,2824.761192,-2714.6,-2224.642105,1672.5,1614.416667,4505.405427,1322.0,1237.0,2123,1509.717474,-2388.284211,3055.0,1568.3847,1955.262026,3083.291573,1190.21875,1519.927083,1309.0,-3309.0,3647.341422,2881,1698.0,-1787.736842,875.6631579,1806.0,1406.435666,1692.0,-392.4736842,-11507.0,998.2210526,1455.0,685.8,-1814.364583,1761.552083,1704.466583,-2495.739583,-19151.0,1223.223819,1523.371424,3591.848606,1495.0,1219.515789,1454.668244,1132.608309,-19723.0,1265.288546,1822,-2546.2,10,7189.168421,3225.771965,1392.384086,-3848.757895,1519.969664,556,-226.9789474,-239.0,2022,-25486,-2665.894737,2803.692631,-4288,-12168,1346.608886,-2134.4,8258.652632,-8246.541667,11023.0,7892.115789,1352.0
1120,10,2,1,2,2,1358.0,1329.0,1622.0,3421.776,1609.0,1237.0,1355.5,2991.175896,1108.669911,1738.0,3161.601514,1313.251179,1207.0,2945.411941,-9287.06422,1294.57694,3083.370272,-2060.073394,3476.148082,3645.598716,10906.0,1696.0,2762.42608,3750.497435,1417.0,1204.5,2594.045815,-32768,-2799.192661,1219.0,3602.229292,-2510.669725,-2316.761468,1397.0,1444.275229,2791.515458,1195.0,1450.5,1850,1873.757166,-2564.357798,9887.0,1690.494312,1899.051738,3099.883721,1347.944954,7372.174312,1513.0,-2525.5,2997.980563,2041,1182.0,-2203.853211,1575.807339,1893.0,1238.24615,1411.0,153.2018349,-16585.0,1255.807339,1602.0,3267.663636,-2368.458716,1266.550459,1821.56581,-2241.862385,-16026.5,1260.510618,1266.615272,3450.71474,1738.0,1310.761468,1239.200573,1390.652309,-15988.0,1118.761822,1514,-1996.733945,10,5742.422018,3633.648614,1410.562727,-9458.788991,1598.855066,1113,-53.51818182,225.0,1833,-22429,-2167.554545,3448.62974,-3476,-27828,1313.020185,-2333.266055,7003.715596,-5841.844037,7192.5,6054.302752,1542.0
1121,10,2,1,2,2,1339.0,1360.5,1664.5,2142.660706,1441.0,1605.0,1314.0,3670.767576,1401.819474,1349.5,3012.591082,1021.777012,1564.0,3936.946847,-10177.55,1220.584896,3746.481915,-2620.33,4027.671248,2930.976967,6962.5,1147.5,3984.020568,3239.502104,1692.0,1487.5,3713.911767,-32768,-2324.33,1460.5,3238.797507,-2154.44,-2726.66,1779.5,1675.72,3408.381644,1735.5,1176.0,1900,1809.646314,-1687.76,9384.5,1334.513037,1739.914794,2704.718752,1276.96,2899.67,1557.5,-2217.5,3591.248864,2670,1587.5,-2870.1,1315.26,1285.0,1969.140343,1363.0,408.7070707,-18502.0,1213.78,1300.5,2941.44,-2126.23,1732.55,1940.942799,-2745.84,-16420.5,1263.667024,1636.175437,3097.741505,1469.5,1315.69,1354.181275,1342.221253,-16218.5,1352.780703,2411,-2343.707071,10,15948.56,2760.997711,1251.178284,-4768.09,1994.493958,928,-1591.28,357.0,2935,-32768,-2143.79,3057.695824,-2889,-29324,1276.836717,-2253.73,2793.31,-7025.84,8318.0,2782.74,1655.5
1122,10,2,1,2,2,1410.5,1460.5,1456.0,3820.075232,1481.5,1301.0,1322.0,3777.030247,1605.801613,1839.0,3841.399186,1492.938387,1287.5,2785.441124,-5489.107843,1420.511895,3147.545245,-1997.854369,3877.577402,3837.623316,9006.5,1560.0,3487.846129,2853.741508,1110.0,1562.5,2787.470641,-32768,-2223.784314,1459.0,2442.093077,-2521.627451,-2720.588235,1444.5,1301.794118,3770.292448,1427.5,1738.0,1954,1847.619791,-2661.794118,6253.5,1244.783456,1947.164933,3083.351964,1143.911765,4113.666667,1529.0,4680.5,3971.42825,2097,1695.0,-2001.705882,1366.834951,1578.0,1430.524614,1567.5,153.9901961,-17052.0,1204.715686,1175.5,4704.264706,-1719.284314,1290.009804,1975.047306,-2837.754902,-24680.5,1074.107662,1329.710728,2146.718501,1514.0,768.1862745,1441.261469,1400.842249,-6981.0,1343.081065,1821,-2328.852941,10,5754.686275,3798.036413,1720.653336,-6996.699029,2163.799447,734,-1252.754902,31.0,2110,-14121,-2662.529412,2948.912511,-5940,-24234,1187.480105,-1898.539216,8155.45098,-10339.45098,4936.5,7616.627451,1552.0
1123,10,2,1,2,2,1551.0,1500.0,1664.5,4004.917566,1412.5,1431.0,1478.0,2971.600493,1538.951784,1425.5,4047.360655,1455.559549,1465.5,3195.750302,-9256.040404,1702.090554,3203.889065,-2107.575758,3783.832283,3374.431285,8679.0,1468.0,3932.34143,3793.638815,1427.0,1498.0,3026.694086,-24840,-2323.428571,1662.5,2632.614658,-2678.428571,-2152.55102,1604.0,1310.454545,3912.543245,1337.0,1640.5,2171,2251.080629,-1524.27551,7210.0,1680.932637,2295.572958,3880.893994,1419.969697,4620.530612,1609.5,2391.0,3956.274958,2325,1268.0,-2377.908163,1432.540816,1507.0,2022.433196,1442.5,273.7959184,-20950.0,1596.44898,1639.5,5564.867347,-2466.918367,1238.142857,2156.977602,-2744.777778,-22874.0,1351.664836,1547.320192,2697.102504,1643.0,1404.602041,1547.754749,1587.04589,-19790.5,1495.853279,1835,-2105.5,10,5411.653061,2765.4658,1292.843717,-9382.163265,2037.857642,711,48.65306122,338.5,2210,-32768,-2653.908163,3363.338207,-7198,-32768,1784.911147,-1859.734694,4227.795918,-8258.214286,13446.0,4697.44898,1754.0
1124,10,2,1,2,2,1248.5,1457.5,1212.0,3244.151828,1239.0,1307.0,1656.0,2996.715003,1340.116321,1288.5,2644.37711,1024.147785,1760.5,3490.563222,-8432.179245,1253.849221,3643.754105,-2555.603774,2694.504299,3729.440276,8241.0,1073.0,2993.252814,3333.509164,1547.0,1295.0,3454.652062,-23189,-2467.113208,1490.0,3101.186212,-2264.471698,-2304.169811,1274.0,1494.04717,2979.975861,1546.5,1547.0,1860,2016.250052,-1809.764151,14644.5,1028.502558,1830.666958,3735.141954,1222.632075,6420.160377,1509.0,12252.0,2897.796126,2259,1383.5,-2415.849057,1309.613208,1276.5,1363.526514,1590.0,-1167.188679,-19339.5,1243.009434,1343.5,12184.83962,-2427.292453,1334.801887,1997.173862,-2155.066038,-3449.0,1737.108367,1454.83158,3713.297337,1404.5,1297.90566,1388.938003,1587.511203,-15600.0,1318.836255,1870,-2876.40566,10,4127.056604,2350.71949,1534.30858,-9041.839623,1689.951894,689,-61.49056604,-913.5,1952,-19892,-1594.132075,3606.828895,-3763,-29740,1429.223018,-2416.698113,5587.04717,-7646.830189,7721.5,6826.528302,1521.0
1125,10,2,1,2,2,1455.0,1309.5,1367.0,3352.009681,1692.0,1396.5,1730.0,2944.255695,1671.580087,1533.5,2436.065698,1972.515327,1537.5,4222.101045,-8019.680851,1595.808528,4787.098447,-2713.489362,3270.460403,3450.229941,10735.0,1672.0,4119.866498,3165.577326,1383.0,1622.5,4290.620495,-29336,-2342.106383,1475.5,4005.846098,-2608.12766,-2067.255319,1167.0,1482.202128,5003.047354,1607.0,1657.0,3422,2161.929128,-2476.223404,11331.5,1455.44447,2123.430893,2900.621194,1480.074468,4223.138298,1311.0,5259.5,3737.735083,1903,1727.5,-2829.148936,900.5212766,1304.0,772.6867464,1531.0,-2107.408602,-23117.0,1458.617021,1321.0,5628.521277,-2709.553191,1214.797872,1855.422413,-2627.829787,-22501.0,2252.478253,1666.932652,3162.18853,1371.0,1326.776596,1536.175343,1595.736174,-9898.0,1332.585653,2168,-2520.290323,10,3382.468085,3232.783385,1867.392717,-2677.829787,1998.329672,910,-1913.489362,-1150.0,1865,-18493,-1697.446809,3128.694273,-1876,-32152,1303.774215,-2621.361702,8810.053191,-9641.776596,8906.5,4699.255319,1400.5
1126,10,2,1,2,2,1687.0,1860.0,1237.0,4141.133492,1758.0,1513.0,1416.0,4342.139198,1678.850671,1581.0,4315.983049,1386.387224,1279.0,3337.557171,-8972.263158,1941.203476,4518.473824,-2380.273684,3865.629904,2379.154997,8551.0,1468.0,4078.341573,3213.001694,1530.5,1562.0,3446.811729,-19147,-2133.663158,1590.0,3164.127681,-2883.578947,-2971.308511,1336.0,1170.484211,3989.662314,1332.5,1775.5,2174,2100.507332,-2617.2,6426.0,2202.441494,2308.869273,3202.065246,1357.705263,3536.610526,1564.5,5438.0,4075.812378,2497,1665.0,-2791.234043,1217.095745,1505.0,2171.941167,1529.5,290.9574468,-23912.0,1484.797872,1104.0,5311.265957,-2707.084211,1191.842105,1881.349222,-2629.273684,-18432.5,1762.28604,1589.29953,3354.463936,1415.0,914.2021277,1780.358159,1485.767927,-28144.0,2181.291485,2084,-1891.425532,10,2487.621053,4082.300028,1649.038928,-11414.37234,2055.234114,1234,-2013.652632,362.0,1663,-32768,-2697.0,3201.753349,-7801,-21874,1153.281684,-2154.297872,1386.957447,-9241.073684,14172.0,4518.905263,1257.0
1127,10,2,1,2,2,1531.0,1304.0,1724.0,4343.758552,1492.0,1450.0,1207.0,3480.342841,1461.174102,1524.0,4048.801425,1602.340723,1348.5,2801.290969,-3046.082474,1361.775286,2497.865315,-1930.350515,3372.207781,2891.83886,11904.0,1398.0,3093.479293,3684.187591,1434.0,1389.0,2633.171985,-25003,-3028.587629,1279.0,4031.049261,-2461.927835,-2797.505155,1875.0,1586.556701,4192.889935,1463.5,1261.0,2245,1992.936245,-2696.979381,14196.0,1438.51995,1929.970012,4082.764314,1189.814433,5785.614583,1702.0,2570.0,3511.707632,1946,1148.0,-2172.677083,1202.298969,1402.0,1665.001731,1740.0,-1187.125,-21742.0,1214.814433,1645.0,5050.061856,-2511.15625,1449.958333,2047.279854,-2424.103093,-19999.0,1530.412168,1039.194425,2567.908999,1677.0,1613.030928,1292.903738,1579.879986,-16510.0,1455.715104,2209,-2762.520833,10,5809.010309,3710.485709,2082.613289,-10278.47423,1946.824406,1545,249.9690722,-440.0,1877,-30830,-2788.56701,4089.326064,-9256,-18108,1557.695373,-2708.541667,7506.14433,-9841.208333,1867.0,3145.618557,1565.0
1128,10,2,1,2,2,1459.5,1298.0,1282.0,3224.315535,1500.0,1471.0,1321.0,3904.583521,1606.835171,1727.0,3698.002784,2036.324273,1718.0,3421.34736,-6737.354167,1871.573485,3847.826833,-2547.389474,3715.601086,2839.226824,8579.0,1772.0,3991.387371,3042.545245,1231.0,1474.0,3469.535097,-32768,-2055.821053,1677.0,2572.052126,-2310.378947,-2853.042105,1468.0,1032.21875,3552.652918,960.0,1562.0,2844,1767.571346,-2694.357895,16464.0,1648.719456,2082.775173,3150.981368,1338.770833,7377.084211,1549.0,10964.0,3599.860042,2034,1709.0,-2681.252632,1489.315789,1182.0,1726.657299,1423.0,-275.2842105,-24147.0,1145.978947,1272.0,11012.6,-3022.694737,1048.084211,2030.299955,-2599.96875,-6264.0,1350.476382,1522.926686,3433.616657,1370.5,996.4210526,1627.502167,1345.749128,-21349.0,1564.222544,670,-2592.189474,10,7348.336842,3739.313354,1086.437186,-17118.30526,2008.240809,1393,-1491.842105,-503.0,3116,-32768,-2779.726316,2776.653497,-6020,-32768,1602.891411,-1913.210526,3901.421053,-7173.968421,7800.0,10813.6,1355.0
1129,10,2,1,2,2,1752.0,1686.0,1275.0,3975.195747,1394.0,1551.0,1254.0,4074.493385,2242.944007,1879.0,3955.956415,1469.821214,1694.0,3446.432152,-2823.311828,1119.373176,4487.265021,-2608.849462,3536.681023,2605.15108,9806.0,1633.0,3185.409874,3465.138149,1429.0,1356.0,3570.101154,-26135,-2269.903226,1428.0,2737.770031,-2690.290323,-2877.569892,1610.0,1144.860215,3853.180873,1494.0,1496.0,2278,2105.431882,-2866.408602,7946.0,1478.777808,1834.500714,3277.277714,1540.827957,3959.591398,1587.0,7787.0,3653.069671,2619,1545.0,-2402.236559,1344.956989,1750.0,1799.595452,1172.0,-34.40217391,-19372.0,1353.989247,1530.0,6220.462366,-3103.623656,1252.741935,2113.601012,-2628.537634,-19374.0,2476.811144,1802.940067,2819.880614,1573.0,1354.655914,1462.01665,1612.314029,-20355.0,1612.208622,1815,-2435.26087,10,3890.107527,4148.217692,1145.042485,-5108.182796,2592.865441,1070,-1350.602151,-166.0,1667,-23741,-2700.387097,3142.068008,-6386,-18090,1684.051942,-1946.333333,1753.688172,-7206.989247,12637.0,5337.989247,1550.0
1130,10,2,1,2,2,1562.0,1734.0,1440.0,3800.221864,1764.0,1409.5,1641.0,4097.104565,1544.993429,1554.0,2429.703006,2455.27446,1772.5,4021.482503,-8680.409091,1486.910116,4372.466499,-2717.602273,3477.862997,4013.200173,12747.0,1525.0,4367.649697,3426.942231,1355.5,1599.5,3862.927174,-22574,-2631.696629,1671.0,3531.595597,-2059.359551,-2920.113636,1687.5,1245.573034,3180.319802,1404.0,1562.0,3969,2001.903112,-2822.842697,7394.0,1902.457496,1715.686256,3755.501448,1426.306818,5346.170455,1471.5,1051.0,4295.870619,1994,1566.5,-2520.136364,1452.25,1830.0,2088.057373,1355.0,-1359.125,-12609.0,1304.590909,1475.0,3295.808989,-2380.534091,1659.056818,2152.700049,-2956.079545,-27613.0,1776.471354,1815.161068,2435.425835,1847.0,1170.573034,1791.098639,1518.439537,-23116.0,650.6465234,1703,-2474.840909,10,1057.876404,3482.5316,1513.821349,-10190.61364,1977.112926,855,-1750.397727,-509.5,2728,-25936,-1704.898876,3122.219905,-2607,-32768,1609.064168,-2751.775281,6914.954545,-8512.034091,3570.5,3834.898876,1604.0
1131,10,2,1,2,2,1719.5,1613.5,1474.0,4087.270918,1678.5,1397.5,1618.0,3079.047271,1476.090123,1227.0,4213.103992,1219.426206,1244.0,3205.377608,-11379.84444,2082.132163,3034.056806,-1745.166667,4199.187036,4060.155139,14087.0,2025.0,3434.309601,4382.702861,1603.0,1593.0,2299.128557,-30411,-2906.6,1434.5,4195.147997,-2234.622222,-2453.455556,1729.0,1278.166667,3113.894865,1669.0,1803.0,1702,2006.639681,-2658.855556,10971.5,1359.113451,2252.324237,4245.910207,1636.244444,-668.7865169,1740.5,3561.5,2714.49521,3460,1375.0,-2495.606742,1211.977778,1452.0,1103.841177,1390.0,278.9213483,-21436.5,1217.877778,1585.0,4566.3,-2652.258427,827.2696629,2009.042063,-1818.022222,-18058.0,2089.503618,1869.330566,4303.520053,1504.5,1330.777778,2114.080405,1594.796705,-16700.5,1406.727726,1931,-446.0,10,-3347.277778,3307.545191,1332.313254,-2496.477778,2047.736067,1497,411.3222222,147.0,1713,-32768,-3102.155556,4288.586245,-11394,-27905,1452.407542,-3047.752809,1565.555556,-3203.977528,5473.0,-701.6555556,1442.5
1132,10,2,1,2,2,1531.0,1485.5,1575.0,3677.622619,1382.0,1644.0,1645.0,4132.245798,1275.105234,1111.0,3144.097346,1942.053183,1851.5,3976.68761,-9933.870968,1537.04084,4165.84633,-2842.641304,2090.52105,2689.950032,17693.5,1499.5,3942.954856,2619.566957,1447.0,1596.0,3987.503685,-32768,-3244.130435,1612.0,3370.0112,-2635.358696,-2838.836957,1431.0,1077.684783,2487.36829,1802.0,1051.0,1652,1857.552109,-2533.967391,1708.5,1535.846775,2219.809701,2495.285537,1127.602151,6386.304348,1463.5,-21.0,2336.137429,4166,1707.0,-2743.290323,1078.347826,1250.5,1863.855391,1898.5,-926.673913,-19739.0,1025.423913,1323.5,2645.44086,-2183.543478,1423.728261,2402.766861,-1032.688172,-25400.0,1431.554989,1464.822621,3754.095745,1305.5,1142.956522,1074.757147,1548.872375,-23373.0,1905.855394,3178,-2775.51087,10,11219.3913,3802.168159,1225.426528,-8751.532609,1949.074089,500,-1743.215054,107.5,1987,-32768,-2344.376344,4230.212283,-2433,-26672,1812.926474,-2079.51087,897.2150538,-12308.81522,8713.0,2098.402174,1594.5
1133,10,2,1,2,2,1229.0,1623.0,1438.0,2978.934909,1293.0,1462.5,1619.0,2857.064635,1292.290958,1971.0,2975.414032,1690.65119,1483.0,3683.222144,-7266.674157,1534.172296,3354.243218,-2629.244444,2665.386864,3522.164643,10755.0,1744.0,2807.31884,4227.502692,1684.0,1316.0,3730.994446,-32768,-2841.370787,1514.0,4377.589406,-1847.404494,-2100.797753,1346.0,1091.94382,2500.83622,1381.0,1575.0,1733,2251.081413,-1125.685393,12516.0,1322.692852,1680.412884,3805.652718,968.0674157,5733.921348,1327.5,7422.0,2757.877995,1936,1529.0,-2581.247191,1204.122222,1601.0,1304.288724,1623.0,-2144.955056,-16439.5,1475.438202,1612.0,5115.11236,-2527.370787,1108.977528,1681.40042,-2045.752809,-20755.0,1197.821291,1367.669691,4080.24875,1451.0,1058.719101,1913.249288,1700.132242,-23067.5,1792.81633,3954,-3046.651685,10,-1333.516854,1986.852946,1638.466869,-8216.044444,1907.383851,424,-355.5333333,-1708.0,3024,-21303,-2175.404494,4235.971117,-2964,-27947,1198.323783,-3084.696629,7150.595506,-7315.674157,6648.0,-294.4719101,1643.0
1134,10,2,1,2,2,1382.0,1184.5,1566.0,4047.139847,1162.0,1413.5,1535.0,4443.094516,1078.671713,1682.5,3983.892665,1620.891039,1257.0,3399.416242,-8766.329412,1643.871259,2486.652737,-944.6428571,4297.396765,3881.571696,12787.0,1589.0,3340.686368,4029.912583,1400.0,1584.0,2148.94894,-32768,-2014.047619,1438.5,2304.100147,-3037.571429,-3695.619048,1556.0,1523.02381,4329.789463,1427.0,1525.0,1741,1846.780123,-2965.130952,10579.5,927.9950032,1835.455943,2171.724356,800.1764706,8303.607143,1491.5,9223.0,3942.448387,4008,1504.5,-2091.094118,838.9285714,1646.5,1693.825939,1245.5,715.0714286,-28362.5,440.2261905,1443.5,8084.376471,-2737.630952,1341.904762,1882.346184,-3105.964706,-13298.0,1611.81037,2189.740657,2102.904143,1710.5,1114.25,2079.933105,1793.543343,2738.0,1408.786933,1661,-1921.392857,10,6985.511905,4190.952746,1616.600436,-6093.452381,1632.03714,1227,-56.77647059,893.0,2563,-32768,-2998.129412,2556.588408,-7997,-31938,1616.346643,-1680.345238,757.8235294,-5941.940476,14330.0,3780.404762,1392.5
1135,1,1,1,1,4,73.0,-446.0,-310.0,6460.095573,-426.5,208.0,-548.0,6222.069834,3111.771385,425.0,5996.789909,3168.691879,-452.5,5927.673547,1638.828947,3056.235999,6385.543567,-4669.038961,4919.802517,6187.552557,5741.5,624.0,6015.182883,5989.846642,-566.5,-702.5,5936.401402,-7184,-6240.171053,-849.0,6305.509781,-4751.460526,-4577.25,-208.0,73.5,7303.902336,-125.5,946.5,-666,3670.848529,-4230.75,11874.5,3660.773796,3056.278226,5896.750809,-30.05263158,16732.71053,-935.0,23619.0,6791.820572,246,74.5,-4771.289474,-730.7922078,281.0,3563.004394,-612.0,-573.8947368,1127.0,53.65789474,-62.5,17783.97368,-5234.460526,146.0263158,2861.734821,-5511.078947,29956.5,3616.707021,3219.277262,6536.852885,-504.5,-73.02631579,3256.097406,3670.456341,-10576.5,3034.77425,-1079,-3026.736842,1,17133.82895,5589.744245,3502.105622,-1256.506494,3112.025799,4063,-5045.447368,-621.5,-1150,-15049,-4678.421053,7589.860427,-11407,-3026,2851.522139,-5027.802632,14079.48684,-3606.973684,11069.0,12410.73684,-375.5
