unique_id,mode,gender,hold racket handed,play years,level,segment5_Az_median,segment9_Az_median,segment23_Az_median,segment8_Az_median,segment10_Az_median,segment13_Az_median,segment7_Az_median,segment12_Az_std,segment12_Az_median,segment17_Az_std,segment20_Az_std,segment18_Az_std,segment1_Az_mean,segment19_Az_median,segment18_Az_mean,segment15_Az_median,segment4_Az_median,segment14_Az_std,segment25_Az_median,segment7_Ax_max,segment1_Az_median,segment12_Ax_std,segment26_Ax_mean,segment13_Az_std,segment4_Az_std,segment12_Ax_mean,segment18_Az_median,segment20_Az_median,segment20_Gz_mean,segment21_Gx_max,segment0_Az_median,segment8_Az_mean,segment3_Az_median,segment9_Ax_std,segment15_Gz_median,segment12_Gx_max,segment16_Gz_mean,segment25_Ax_std,segment14_Gx_max,segment10_Az_std,segment13_Ax_std,segment17_Az_median,segment3_Ax_max,segment11_Az_median,segment21_Gz_mean,segment14_Gz_median,segment25_Az_mean,segment16_Gx_max,segment7_Az_std,segment0_Ay_mean,segment25_Ax_mean,segment20_Ax_mean,segment7_Ax_mean,segment7_Ay_max,segment6_Az_std,segment6_Ax_std,segment26_Ay_max,segment21_Az_std,segment3_Gz_mean,segment0_Ay_median,segment19_Az_std,segment8_Ax_std,segment16_Ax_std,segment10_Ax_std,segment15_Ax_mean,segment10_Ax_mean,segment14_Gx_std,segment5_Ax_max,segment26_Ax_max,segment16_Az_mean
1169,10,1,1,1,4,108.0,139.0,517.0,326.5,179.0,616.0,-42.0,2235.8428834043493,-25.5,1985.43485529733,2081.727044399132,3968.608933299907,482.3837209302326,391.5,-302.9186046511628,581.0,-599.0,2934.5801855576924,-50.0,288.0,88.5,2027.029829101986,-3432.264367816092,1973.5665121575948,2071.009209448199,-3467.046511627907,723.5,355.0,-3010.9080459770116,32767.0,-100.0,-130.2906976744186,-37.0,2778.2824391438226,53.0,32767.0,741.1034482758621,2185.679472434048,32767.0,3442.719664614983,1788.0817492276449,313.0,1501.0,356.5,-433.1511627906977,-8768.0,644.5697674418604,32767.0,2363.3271125900665,-1762.5697674418604,-2526.1511627906975,-3395.689655172414,-3465.4767441860463,891.0,2372.067571357585,1933.0120311962296,-147.0,2620.872057504216,882.2068965517242,-1454.0,3816.853746411841,2154.377867963714,1970.9467525365544,2086.7481114890884,-2909.0116279069766,-3778.701149425287,24938.415838890156,562.0,-257.0,357.6896551724138
1170,10,1,1,1,4,-46.0,-103.0,-698.0,39.0,209.0,271.5,-61.0,2045.1513423241763,126.0,2965.2157855156647,2008.698878080414,3383.0655242010994,-153.58823529411765,-150.0,23.811764705882354,258.0,50.0,2435.7105801900657,337.0,-40.0,-505.0,2018.6030880606588,-3351.8255813953488,3722.034263120236,2819.7767254613063,-2694.858823529412,626.0,429.0,-1334.093023255814,32767.0,0.0,1269.529411764706,-363.0,2411.815852427536,-10513.0,32767.0,547.2588235294118,2154.626588125204,32767.0,2616.4485630156337,2407.796428259771,-444.0,107.0,596.0,-1305.6705882352942,-7976.0,-430.54117647058825,32767.0,1813.204806422761,-4277.105882352941,-3601.3529411764707,-2611.686046511628,-2917.1529411764704,529.0,3310.5211949898485,2298.2237535341974,3257.0,2966.2161096479376,-2405.670588235294,-2475.0,2543.383671615052,1976.3773115244596,2289.503175250248,2545.5129892980553,-2995.705882352941,-2817.6117647058823,22922.882626676805,-261.0,948.0,1098.3411764705882
1171,1,1,1,1,5,-741.0,-1342.0,-795.0,-1471.0,-375.5,-636.0,-541.0,4133.389015889881,-348.0,4207.320752975015,3885.282191126221,3637.695816633408,-604.6271186440678,-1212.0,-76.42372881355932,-748.0,-2007.0,3774.604790406214,-955.0,9300.0,-994.0,3746.7260394060954,2514.915254237288,3631.316030554269,4250.672540869075,5667.949152542373,-362.0,-827.0,163.47457627118644,6915.0,-1408.5,-282.59322033898303,-1004.0,3715.795597234214,170.0,7928.0,568.3620689655172,2546.7576598480723,6737.0,4013.033612267244,3886.4595507609793,-1100.0,10789.0,-483.0,2204.620689655173,-3564.0,102.44067796610167,7017.0,3834.446196745608,-3577.0862068965516,4281.71186440678,5402.35593220339,5401.762711864407,1551.0,4100.445349373678,3640.370084431403,1216.0,4113.136390915512,88.96610169491525,-4724.0,3753.6241866899472,3614.078082933908,3572.48001303291,3547.052491803245,5448.542372881356,5523.706896551724,4425.0442241317105,10165.0,3702.0,58.36206896551724
1172,2,1,1,1,5,-1101.0,-33.0,-1186.0,-1008.5,-1480.0,-901.0,-2570.0,2418.1552263825356,-558.0,2944.895702444172,2948.53864345449,2359.889172532431,-1670.3098591549297,-1105.0,-2677.6944444444443,-932.0,-2854.0,2823.9539418248023,-2478.0,12179.0,-912.0,5017.326295054136,1576.611111111111,3217.2704629082223,3122.2229579069417,6177.958333333333,-2989.0,-2911.5,711.75,6147.0,-613.0,-1873.0,-1286.0,4283.101990865258,3486.0,5833.0,-2201.6111111111113,5197.905053676367,6656.0,3031.766401316694,5437.84107247154,-1880.0,13092.0,-202.0,329.7323943661972,3199.5,-2367.154929577465,6544.0,2959.7451717085532,-5409.43661971831,5573.197183098591,5230.263888888889,5479.12676056338,317.0,3178.812275736804,5012.959663027465,3073.0,2754.011881197578,67.52112676056338,-3139.0,2485.771693083835,5271.3816912090115,5610.431517959054,5360.660270551141,6123.774647887324,6766.361111111111,3147.6111772682293,14074.0,4220.0,-2411.0138888888887
1173,3,1,1,1,5,-189.5,-291.5,-223.5,16.0,-388.0,-157.0,-33.0,3178.0768357146303,-262.0,2694.3037111531953,3066.451932349994,2882.59473449409,-10.672727272727272,-230.0,-653.9816513761468,-471.5,-324.0,3480.822622689748,-292.0,12612.0,-123.5,3068.340079373538,3419.2363636363634,3336.374941323428,3611.688098889441,3614.0366972477063,-288.0,-17.0,-226.1834862385321,12594.0,-376.0,-48.77064220183486,-962.5,3287.3076927067423,2011.5,11152.0,278.1743119266055,2479.4016684249505,12506.0,2881.230220414837,2989.8983246622583,-38.0,11790.0,-28.0,-1063.1909090909091,-1585.0,-398.5090909090909,13074.0,3211.339370235797,154.10091743119267,3273.8545454545456,3783.908256880734,3687.0,692.0,3323.916653822028,3286.0997906108037,2009.0,3144.2913817433946,-692.1636363636363,264.0,2269.4161819782626,3785.901916755013,3179.602366516524,3594.865381604612,3253.7454545454543,3252.5229357798166,5304.009923626348,13458.0,10787.0,-400.45871559633025
1174,4,1,1,1,5,-842.5,-522.0,-314.5,-511.5,-603.0,-1.0,-205.0,2669.401920672442,-319.0,3088.6647129075586,2944.509785127355,2730.1859683482817,-1189.165137614679,-441.0,-771.4495412844037,-651.0,-425.0,3126.121049247047,-241.0,10319.0,-710.0,2355.0846581367296,3954.1,2725.6018831848382,3333.53129519621,3299.412844036697,-572.0,-239.0,688.7545454545455,12280.0,-694.0,-782.8727272727273,-979.0,2844.8362774805787,-233.0,10916.0,149.60550458715596,2722.499809617235,9748.0,2827.3917853836383,2592.48267499836,-1276.0,12718.0,-554.5,363.41284403669727,-264.0,-822.3394495412844,10284.0,2924.7411156176536,-384.1651376146789,3295.0825688073396,3605.6,3585.0550458715597,1001.0,2764.739472167409,2692.1904062309695,1900.0,2946.7705487729377,-891.0550458715596,-21.0,2971.217360383261,2788.699256251592,2336.58551405454,2753.7451902540665,3651.110091743119,3320.6605504587155,4188.505122158394,11978.0,14812.0,-923.2844036697248
1175,5,1,1,1,5,-264.0,-204.0,-210.0,-304.5,-17.5,-159.0,-205.5,3041.4347981291926,29.5,3023.943725967431,2948.9985376851773,2838.1817725409815,85.5,-39.5,-676.1769911504425,-10.5,-479.0,2829.096235441188,-333.0,9874.0,322.5,2680.2632885765356,2445.1929824561403,3104.2197245120974,3007.001843311082,3140.8596491228072,-405.0,-272.5,106.03508771929825,11546.0,834.0,-595.3947368421053,-923.0,2393.745948554876,324.5,10216.0,-910.1842105263158,2476.9477077767783,9544.0,3457.019505568428,2618.083165027855,-541.0,10397.0,-1114.5,-107.66666666666669,757.5,-800.6754385964912,12625.0,2907.7727018398105,-640.0530973451328,3261.6491228070176,3469.1315789473683,3325.464912280702,901.0,2872.6810929412395,2702.4119078146296,535.0,2834.5517275628627,287.7543859649123,-928.0,3124.4215344567247,2786.7139137997897,3078.9025547296014,2735.2549710855587,3617.368421052632,3565.4561403508774,3972.64275590777,10391.0,7644.0,-40.43859649122807
1176,6,1,1,1,5,-127.0,-158.0,21.0,148.0,-81.0,-461.0,-544.0,2920.2276336171954,-127.0,2613.47804156838,2930.624076589565,2544.105977985253,-924.4509803921568,-359.0,-655.2941176470588,18.5,80.0,2965.7227883022,-394.5,10192.0,-2020.0,2765.790381509107,2829.029411764706,2679.891721370615,2904.669263492285,3405.392156862745,-139.5,-192.0,50.24752475247525,13521.0,-623.0,170.86274509803923,-367.0,2856.9184531186897,364.5,10957.0,43.94059405940594,3188.6915860807026,13050.0,2640.6107027804874,2959.29974955974,1.0,10154.0,-548.5,103.07843137254902,995.5,-954.7156862745098,10722.0,2699.85788355742,-615.7821782178218,4170.294117647059,3502.138613861386,3538.9117647058824,787.0,2924.187202223497,2644.4345833210114,819.0,2996.556677452332,96.26732673267328,-325.0,2589.701605293518,2397.1524108800595,2402.9064616388923,2132.034237668138,3498.813725490196,2810.4554455445545,4518.279768519098,10573.0,12576.0,-521.6831683168317
1177,7,1,1,1,5,-443.0,-316.0,-712.0,-553.5,-1064.5,-413.5,-434.0,3259.5380143249427,-838.0,4051.2925848357904,3362.4714740133804,3082.9709341118532,-288.2181818181818,-884.0,-293.6818181818182,-570.0,-343.0,2710.195417227755,-993.5,13220.0,-549.0,3816.2792101091063,1739.418181818182,3618.3045988304184,3417.9708345064287,3696.605504587156,-327.0,-3.0,-99.1818181818182,11273.0,-367.0,-1323.9454545454546,-2339.5,3959.318510287288,933.5,12827.0,-85.96363636363637,3945.1433208209537,11585.0,4253.90717454782,3450.156012570212,-601.0,11271.0,-970.0,-796.4727272727273,2176.0,-477.92727272727274,12578.0,3064.1027338640415,105.63302752293578,4033.6,3663.1,3661.917431192661,1853.0,3569.6148110484137,3489.452696435525,1215.0,3149.2673904070125,112.32727272727271,80.0,3429.014827514731,3248.096596037452,3776.243650531811,4549.428349204486,3871.536363636363,5059.5,3875.417646636809,14956.0,2778.0,384.1636363636364
1178,8,1,1,1,5,-466.0,-653.0,-661.5,-237.5,-292.0,-598.5,-630.0,3473.164133247321,-1261.5,3209.886970236577,3103.30466620369,3204.016857013227,-598.3207547169811,-680.5,-864.7452830188679,-694.5,-157.5,3341.6909082647803,-208.0,12363.0,-574.0,2604.58431890371,3253.9158878504672,3162.4459725754814,2868.789686535933,2811.8396226415093,-534.0,-854.0,-860.0943396226415,11072.0,-548.5,-428.0754716981132,-430.5,3034.076224993506,2161.0,12268.0,-146.52830188679246,2813.3007968454967,12776.0,3508.187965459775,3280.1955865290497,-467.5,13156.0,-1716.5,312.0377358490566,1376.0,-494.7641509433962,11293.0,3535.102726113608,18.99056603773585,3340.179245283018,3913.745283018868,3541.0943396226417,1841.0,3096.3205922145985,3779.775754601452,2489.0,2901.90750219565,583.1509433962265,50.5,3533.7134306441094,3639.022234936426,3328.7854216531396,3302.337123374156,3435.188679245283,4135.5,4678.492308520222,13807.0,13830.0,-565.311320754717
1179,9,1,1,1,5,-484.0,-545.5,-737.0,-639.0,-628.0,-577.0,-618.0,2388.890301468232,-590.0,1729.3285970814436,2231.911064659209,1933.9763875379224,-131.2212389380531,-507.5,-608.070796460177,-139.0,-202.0,1842.1654411793156,-433.0,7758.0,-126.0,2108.986570434473,2876.398230088495,1722.3825207120735,2396.2467681064727,2839.0535714285716,-394.0,-652.0,-465.23893805309734,5905.0,-205.0,-710.7787610619469,-474.0,1821.889487178547,-935.0,6609.0,-775.6194690265487,1561.6119561146256,6235.0,2103.902765588622,1585.560401655314,-502.5,7710.0,-641.0,-609.5840707964602,-486.5,-517.9203539823009,6140.0,1525.3362739817371,-422.1071428571428,2746.3893805309735,3353.026548672566,2338.2321428571427,123.0,2325.07266869561,2014.6393730078723,768.0,1876.777818963311,-138.6283185840708,0.0,2382.9589220485773,1728.5015001375496,2128.9571584842033,1923.708645134858,3349.7256637168143,2689.8849557522126,3118.061060860902,8318.0,7226.0,-962.4601769911504
1180,9,1,1,1,5,-668.5,-719.0,-815.0,-458.5,-517.0,-730.0,-407.0,1748.0514635261177,-829.0,1917.7958124876232,2819.1026432479416,1661.472226475233,-878.2222222222222,-716.0,-1356.865168539326,-252.0,-1147.0,1756.2185949391028,-904.0,7988.0,-660.0,2103.160045952017,2888.588888888889,2277.4088524964313,2643.55106433921,2871.5666666666666,-722.0,-637.0,-825.685393258427,8183.0,-387.0,-427.8222222222222,-1007.5,2409.746650968375,-253.0,6042.0,-323.9888888888889,2414.7192153310266,5387.0,1670.475819846357,1965.441463436055,-539.0,6982.0,-799.0,-930.6888888888888,-1305.5,-812.0222222222222,6056.0,2042.7252611325723,-1943.011235955056,3166.3333333333335,3131.6629213483147,3322.9222222222224,830.0,2056.1281613218657,1656.3642291289489,1189.0,2180.9393523813155,-664.5333333333333,-912.0,1977.431301236812,1683.3017570929162,2033.1533029286984,1782.37553195548,3094.1573033707864,2871.5444444444443,2629.5900775220584,8067.0,5978.0,-476.31111111111113
1181,9,1,1,1,5,-727.0,-604.0,-235.0,-606.0,-501.0,-381.0,-493.0,2089.6361387533057,-490.0,1417.109200251305,2304.3928295631026,2240.5483191571425,-338.84466019417476,-560.0,-583.8737864077669,-532.0,-640.0,2064.6447607118207,-678.0,8353.0,-413.0,1922.6747449210648,2627.553398058252,1711.6842106607069,1749.5926519430336,2591.0,-123.0,-657.0,-145.6504854368932,7615.0,-667.0,-848.2330097087379,-379.0,1984.6257284734963,-451.0,7283.0,-352.621359223301,1968.1028113464467,7930.0,2235.366859786561,1941.771230486949,-577.0,6939.0,-340.0,-559.1747572815534,264.0,-545.8446601941747,6168.0,2142.449987713575,-1621.549019607843,3152.533980582524,2866.0679611650485,3553.0388349514565,471.0,2257.274242017598,2329.866633385238,1550.0,1804.6430897817004,-881.1262135922331,-940.5,1958.7322203934527,2184.341593263276,2285.2908315873756,2016.1175993896693,3101.883495145631,2904.631067961165,3347.1305399049056,6942.0,7068.0,-566.3592233009708
1183,10,1,1,1,5,-532.0,-298.0,-178.0,-627.5,-692.0,-330.5,-481.0,2487.633718137453,-495.0,2560.6847181221383,2062.0916150295716,2381.293511116796,196.65217391304347,-278.0,-743.2,-251.0,-502.0,2369.5439417632815,-375.0,8631.0,-247.0,2014.8353062106885,2808.4827586206898,2383.339111759152,1966.7401663630433,3193.9565217391305,-687.0,-622.0,-399.33620689655174,9100.0,-243.0,-1014.1206896551724,-741.0,2165.501532150622,244.0,9542.0,-154.87826086956522,2119.7487389713224,8107.0,2206.1762225946,2432.4102000061457,-63.5,7821.0,-245.0,-49.51304347826087,-1134.0,-511.68695652173915,7093.0,2225.593925701003,823.9826086956522,3049.5565217391304,2890.706896551724,3147.5565217391304,1272.0,1796.2078230604784,1868.2699730649856,1494.0,2437.0859289071295,53.321739130434786,903.0,2313.098996816549,2552.389929727423,2092.002656910774,1991.7745969527175,2911.293103448276,2878.1565217391303,3273.4954541002685,8863.0,8141.0,-838.3652173913043
1184,10,1,1,1,5,-875.0,-709.0,-603.0,-472.0,-99.0,-60.0,-576.0,2136.4472442284723,24.0,2267.9352242288296,2154.6468822304646,2349.2200363941374,-428.8440366972477,-898.5,-506.8073394495413,-430.5,-625.0,1993.4933739123232,-807.0,9254.0,-698.0,1754.8520277379384,3025.9908256880735,1885.0805670797697,2167.1526133674693,2872.1100917431195,-677.0,-541.0,120.8348623853211,8210.0,-595.0,-651.0091743119266,-445.0,2360.7597368517067,696.5,8978.0,344.3211009174312,2163.3451624108175,9078.0,2199.416977363881,1982.951030958454,-369.0,10458.0,-639.0,-277.2844036697248,1183.0,-708.9082568807339,7429.0,2081.5309667531074,-1687.9722222222222,2961.238532110092,2838.091743119266,3152.1574074074074,430.0,2467.58651711059,2305.221442580966,1334.0,2163.6866552077454,-825.5925925925926,-1494.0,2268.2027248639497,2031.1458513787895,1650.524685077189,1849.104451243935,2990.3055555555557,2925.293577981651,3464.6237425781983,8566.0,8304.0,-204.348623853211
1185,10,1,1,1,5,-437.0,-713.0,-375.0,-347.0,-142.0,-973.0,-696.0,1520.6173257971027,70.0,1672.191736966494,2170.746674377942,1702.0637874137076,-1355.4597701149426,-406.0,-1202.7093023255811,-864.5,1.0,2558.6449054425107,-736.0,8741.0,-667.0,1287.0576570828089,3267.919540229885,1477.6243427349298,2402.6769807448172,2727.5116279069766,-716.5,-392.0,84.10344827586206,9125.0,-488.5,147.0344827586207,-1171.5,1419.426348423631,-332.5,4452.0,-1171.8275862068965,1952.959072228324,9774.0,2215.8354579825987,1398.646186297938,-245.0,6775.0,-884.0,-524.6279069767442,-486.0,-1036.4942528735633,8711.0,2516.4820996806134,-1346.0348837209303,2703.9885057471265,2822.367816091954,2972.080459770115,695.0,2333.408418056514,2168.487848715561,1927.0,2316.1619486827103,-1296.4883720930231,-598.0,2540.9648070397097,1611.4388858608058,2189.431939264903,1689.453012849574,3344.0116279069766,3064.0114942528735,3485.418796739394,3835.0,7352.0,-99.45977011494251
1186,10,1,1,1,5,-767.0,-727.0,-805.5,-198.0,-842.0,-868.0,-847.0,1866.224460219868,-165.0,2027.905827745868,2558.616538729311,1980.0072788208556,-609.6902654867257,-702.0,-580.1592920353983,-581.0,-512.0,1910.043287593875,-822.0,7551.0,-893.0,1564.7081614009576,2947.6666666666665,2259.249392357278,1953.110844009472,2467.4867256637167,-273.0,-1163.5,-1438.3245614035088,8173.0,-131.0,-366.01769911504425,-748.0,2082.459149573056,-421.0,4950.0,29.93859649122807,2102.73819223474,8399.0,2277.8431767818643,2122.439818991722,-736.0,6804.0,-766.0,-487.6725663716814,826.0,-438.4424778761062,6789.0,1927.72584590151,-1356.2477876106195,3076.407079646018,3121.535087719298,3044.2566371681414,831.0,1548.7565031793574,1395.3766393084895,1549.0,2176.442192064072,-173.78070175438597,-1820.0,2365.733241726106,1640.964345607155,1558.728525815161,1885.7610302893515,2883.787610619469,2894.4122807017543,3727.702452067342,7603.0,7422.0,-593.2456140350877
1187,10,1,1,1,5,-709.0,-439.0,-413.0,-673.0,-748.0,-499.5,-1068.0,2074.0949262633208,-728.0,2120.4765503154413,1932.0020104030252,2208.593709708608,-364.8165137614679,-269.0,-739.1651376146789,-675.0,-360.0,1902.816577170012,249.0,8204.0,-152.0,2002.0913003536089,2749.8454545454547,2417.2430618200883,2394.820810292069,2898.0550458715597,-1055.0,-593.0,273.79816513761466,9667.0,-681.0,-558.3394495412844,-428.0,2160.213941692505,-722.0,8569.0,-252.89908256880733,1816.204177214724,8039.0,2004.6335598936944,2067.4770111946063,-213.0,7438.0,-304.0,188.045871559633,248.0,-84.10091743119266,10413.0,2410.3564771503184,-1296.7798165137615,2820.0366972477063,2503.807339449542,2663.651376146789,2684.0,2257.7511244349357,2329.7999614304063,1419.0,1661.6440100879788,-224.06422018348624,-1048.0,2087.493592129176,2170.6911541472314,1627.1785422678115,1888.5709411209564,2650.100917431193,2916.321100917431,3223.216005048489,8457.0,7380.0,-460.8532110091743
1188,10,1,1,1,5,-463.0,-635.0,-580.0,-521.0,-389.0,-944.0,-996.5,1537.9772365025433,-1115.5,2617.881110726765,2177.077301188328,2072.208065299244,-912.5555555555557,-706.0,-702.6565656565657,-743.0,-1088.5,2095.8045791294567,-260.0,8306.0,-935.0,2352.566119347127,2865.17,1988.3145841188853,2691.639028157379,2662.29,-650.0,-755.0,-357.050505050505,9383.0,-243.0,-358.2929292929293,-872.0,2300.3004710472064,134.0,7507.0,-583.0808080808081,1742.1958299710084,10414.0,2038.5636270833384,1914.5884451214129,-903.5,7128.0,-1055.0,-307.52525252525254,1472.0,-197.95959595959596,7079.0,2326.642237452935,-1511.1313131313132,2958.4747474747473,2835.373737373737,2990.25,212.0,1748.8939293521737,1561.602995488554,1917.0,2563.52272479388,-579.3333333333334,-1613.0,2553.3939033960273,1988.6734120005729,2253.970472098725,1802.4337675995205,2766.373737373737,2334.2626262626263,3914.042977229555,8187.0,6814.0,-552.6363636363636
1189,10,1,1,1,5,-592.0,-652.5,-365.0,-1004.0,-576.0,-654.0,-1096.0,2059.628902713334,-956.5,2060.7805116495865,2008.5868480520824,2104.2703504864835,-628.4857142857143,-466.5,-637.3333333333334,-760.0,-726.0,2435.5678128745903,55.0,7671.0,-989.0,2042.818768908762,3031.2924528301887,1474.9203084202468,2479.334254384152,2921.0754716981132,-1006.0,-643.0,-378.26666666666665,9085.0,-221.0,-533.0190476190476,-638.0,1826.6618400103753,821.0,9754.0,-725.2476190476191,1537.5400358410377,9152.0,2310.4412801115586,2026.313494200748,-263.5,10396.0,-368.0,1.723809523809524,-893.5,183.11428571428573,7148.0,2276.6858537732196,-2461.1809523809525,2993.0095238095237,3188.8190476190475,2830.0283018867926,2930.0,2024.5102895221237,1934.7053399136132,3322.0,2181.978619314908,-62.76190476190476,-2141.0,2474.0601464981737,2137.97226308772,2242.295479445753,1666.4131669526612,2968.457142857143,3031.7714285714287,3758.679184488635,8591.0,8846.0,-432.62857142857143
1190,10,1,1,1,5,-141.0,-642.0,-212.0,-726.0,-472.0,-339.0,-471.0,2033.3307586914327,-621.5,2208.3741764846127,1926.5483376018608,2059.793279168222,-354.51960784313724,-592.0,-259.05940594059405,-186.5,-355.0,1891.235575774668,45.5,7447.0,-989.0,2339.3691013577877,2975.049019607843,2168.9540373000086,2251.461881298721,2960.823529411765,-260.0,-862.5,-251.7941176470588,6905.0,-1038.0,-508.5247524752475,-388.0,1575.0649856606583,-477.0,9556.0,-598.9306930693069,1606.370414593471,7795.0,2154.6943817709757,1721.8588966562031,-826.0,8075.0,-433.5,-337.5247524752475,209.0,-161.3235294117647,7619.0,2256.79735295206,-1568.990099009901,2756.5882352941176,2837.0686274509803,3064.3039215686276,2217.0,1874.548434179233,1678.7852111222153,1903.0,2047.0929016307657,-493.5882352941176,-790.0,2403.6877386036585,1859.2236096139768,1787.456243429275,2089.0699306109514,3023.7450980392155,3414.712871287129,3808.1060295752673,6663.0,6963.0,-613.960396039604
1191,10,1,1,1,5,-743.0,-577.0,-240.0,-79.0,-174.5,-653.0,-852.0,2539.5385363049127,-140.0,2067.655686859035,2287.585808847449,2442.6487125582707,-380.2330097087379,-56.0,-487.8155339805826,-166.0,-208.0,2539.9700355528344,-326.0,6335.0,-615.0,1840.601372687684,2995.298076923077,1996.583488204243,2255.454774955621,2724.456310679612,-753.0,-465.5,-41.73076923076923,9712.0,46.0,-227.76699029126215,-883.5,1572.5411017920446,-456.0,9770.0,-31.83653846153846,1860.428296676128,10042.0,2121.6299651982367,2364.8443308655796,-292.0,7201.0,-985.0,-439.22330097087377,-593.0,-381.9805825242718,9400.0,1959.846299670842,-1515.6699029126214,3012.5825242718447,3138.7884615384614,2583.252427184466,1285.0,2459.430978062668,1852.7497156343825,1476.0,2051.783418064893,-650.4519230769231,-1311.0,1794.39394817526,1342.6700253819256,1784.0359814318876,1583.442457051376,3302.1650485436894,2775.346153846154,3923.087306031513,8076.0,7017.0,-516.3653846153846
1192,10,1,1,1,5,-386.0,-243.0,-475.5,-789.0,-327.0,-447.0,-500.0,2170.765938495653,-408.5,1688.7964781460016,2128.421619809017,1316.4758309212243,-433.02127659574467,-641.5,-1288.2978723404256,-290.5,-814.0,1733.263351395854,-546.5,7668.0,-477.0,2650.6312039848644,3016.8105263157895,1965.5712347455667,2082.376588175066,3160.1702127659573,-975.5,-719.5,-478.0531914893617,8176.0,-1026.0,-745.9157894736842,-58.0,1467.0456366684384,261.5,7056.0,-202.88297872340425,3019.4907795505615,6631.0,2024.816271194987,2096.6576038672206,-110.0,6933.0,-314.0,-138.69148936170214,-441.5,-636.2553191489362,6974.0,2052.501981236248,-2505.063829787234,3083.755319148936,3262.2978723404253,3181.6382978723404,538.0,2586.4406348372554,2523.590033705235,1263.0,1951.4440060064603,-90.12765957446808,-1277.5,2266.179711229862,2019.3851538418287,1883.016255546131,1837.058177127797,2847.223404255319,2728.904255319149,2935.7989291347494,8993.0,6622.0,-450.52127659574467
1193,10,1,1,1,5,-422.0,-322.0,-727.5,-417.0,-419.0,-428.0,-408.5,2518.153062196193,-423.0,2203.709438245715,2520.1889090992477,2569.23674520527,-412.6224489795918,-444.5,-341.95959595959596,-371.0,-99.5,2342.335358414468,-599.0,6583.0,-165.5,1792.949219901024,3030.5858585858587,1880.0807596727172,1981.75834433976,2821.1530612244896,-341.0,-513.5,-172.77551020408163,8323.0,-326.0,-551.3333333333334,-157.0,2298.7541659862886,-1581.5,6997.0,348.57575757575756,1888.268551464272,7463.0,2063.817857012528,1849.093444329038,-309.0,5692.0,-389.0,-770.6161616161617,209.0,-465.234693877551,8845.0,2259.981377266968,-2177.387755102041,3080.285714285714,2737.816326530612,3183.5,1460.0,1739.683455219612,1915.9456036167428,2014.0,1950.120964909043,642.795918367347,-879.5,2017.6653639096185,2028.2064597880983,1657.5531426694563,1987.596701622639,3421.8367346938776,2796.909090909091,3816.900607154706,6668.0,7603.0,-255.92929292929293
1194,10,1,1,1,5,-3052.0,-204.5,2332.5,19.5,-326.0,3066.0,-812.5,937.3897215139496,653.5,495.6219930551912,71.50664304804134,357.36173550059885,-250.9,214.5,-434.3,-2821.0,58.5,1164.6221232657397,-2343.0,3513.0,-199.5,257.9856585161276,1232.090909090909,773.5914205511933,2576.897749232592,4444.0,-385.5,2.0,2261.0,-2789.0,-145.0,2.0,4057.0,262.82467540168295,-4494.0,-48.0,1164.7,1038.942852133841,6509.0,390.2951319194232,659.1810722027849,-1664.5,6805.0,-322.5,-336.3,-6764.5,-2241.2,1578.0,687.5319338038053,-2916.8,3592.5,2312.6,2243.5,-1387.0,314.39594463033393,123.55630295537334,-1731.0,48.449561401523546,-3475.4,-3071.5,182.01343357016265,239.77049443165436,1004.956297557262,114.78153161549989,913.3,2115.0,767.2827705611537,2314.0,1945.0,-2828.8
1195,10,1,1,1,5,-380.0,-416.0,-939.0,-187.5,-708.0,-717.0,-479.0,1686.2097881605898,-354.0,1851.3924277632857,2407.185550226237,2331.546862382974,-622.6470588235294,-838.0,-273.9294117647059,-525.0,-285.0,1820.295835722912,-771.0,5310.0,-335.0,2143.247844101488,2676.8255813953488,2789.329338350971,2410.005668416427,3776.141176470588,-678.0,-458.0,508.09411764705885,7682.0,-271.0,-678.8953488372093,-361.0,1905.597517568161,1271.0,7402.0,126.82352941176472,2239.043883625948,5826.0,2121.5711830074133,1978.865457553986,-656.0,7544.0,-277.0,-455.9764705882353,619.0,-511.11764705882354,10604.0,1704.9463497023362,-1658.729411764706,3357.5882352941176,3123.258823529412,2569.2235294117645,788.0,1280.2219328578317,2148.745492021093,763.0,2325.246511915773,-594.2588235294118,-1692.0,1928.8321947314455,1670.7559103772678,1823.386389609495,2235.033744463992,2619.494117647059,3325.258823529412,2250.7012977350632,10640.0,6224.0,-401.4
